SITES,LATITUDE,LONGITUDE
SMCC,43.649958,-70.225889
Mussel Cove,43.71143,-70.21814
Mackworth Island - North,43.69248,-70.23123
Skitterygusset,43.71458,-70.24791
Mackworth Island - Beach,43.68958,-70.23572
Presumpscot Moorings,43.71546,-70.25923
Audubon,43.711032,-70.2419147
Great Diamond Island,43.67601,-70.20443
SMCC,43.649958,-70.225889
Cushing Island,43.64294,-70.20761
Mussel Cove,43.71143,-70.21814
Mackworth Island - North,43.69248,-70.23123
Skitterygusset,43.71458,-70.24791
SMCC,43.649958,-70.225889
Mackworth Island - Beach,43.68958,-70.23572
Presumpscot Moorings,43.71546,-70.25923
Audubon,43.711032,-70.2419147
Alewife Cove,43.59085,-70.21031
Cushing Island,43.64294,-70.20761
Mackworth Island - North,43.69248,-70.23123
Skitterygusset,43.71458,-70.24791
SMCC,43.649958,-70.225889
Presumpscot Moorings,43.71546,-70.25923
Audubon,43.711032,-70.2419147
Mackworth Island - Beach,43.68958,-70.23572
The Brothers - North,43.70047,-70.21832
Great Diamond Island,43.67601,-70.20443
Mackworth Island - North,43.69248,-70.23123
Mussel Cove,43.71143,-70.21814
Cushing Island,43.64294,-70.20761
Skitterygusset,43.71458,-70.24791
SMCC,43.649958,-70.225889
Great Diamond Island,43.67601,-70.20443
Audubon,43.711032,-70.2419147
Presumpscot Moorings,43.71546,-70.25923
Mackworth Island - Beach,43.68958,-70.23572
The Brothers - North,43.70047,-70.21832
Cushing Island,43.64294,-70.20761
Skitterygusset,43.71458,-70.24791
Mackworth Island - North,43.69248,-70.23123
Presumpscot Moorings,43.71546,-70.25923
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
SMCC,43.649958,-70.225889
The Brothers - North,43.70047,-70.21832
Audubon,43.711032,-70.2419147
Mackworth Island - North,43.69248,-70.23123
Mussel Cove,43.71143,-70.21814
Great Diamond Island,43.67601,-70.20443
Cushing Island,43.64294,-70.20761
Alewife Cove,43.59085,-70.21031
Mackworth Island - Beach,43.68958,-70.23572
Skitterygusset,43.71458,-70.24791
Mackworth Island - North,43.69248,-70.23123
Great Diamond Island,43.67601,-70.20443
Cushing Island,43.64294,-70.20761
Skitterygusset,43.71458,-70.24791
Back Cove,43.67912,-70.26547
Mackworth Island - Beach,43.68958,-70.23572
The Brothers - North,43.70047,-70.21832
SMCC,43.649958,-70.225889
Great Diamond Island,43.67601,-70.20443
Mackworth Island - North,43.69248,-70.23123
Audubon,43.711032,-70.2419147
Presumpscot Moorings,43.71546,-70.25923
Mussel Cove,43.71143,-70.21814
Cushing Island,43.64294,-70.20761
Mackworth Island - Beach,43.68958,-70.23572
The Brothers - North,43.70047,-70.21832
Cushing Island,43.64294,-70.20761
Mackworth Island - North,43.69248,-70.23123
Mussel Cove,43.71143,-70.21814
Audubon,43.711032,-70.2419147
SMCC,43.649958,-70.225889
Mackworth Island - Beach,43.68958,-70.23572
Skitterygusset,43.71458,-70.24791
Audubon,43.711032,-70.2419147
Mackworth Island - North,43.69248,-70.23123
Cushing Island,43.64294,-70.20761
Back Cove,43.67912,-70.26547
Great Diamond Island,43.67601,-70.20443
SMCC,43.649958,-70.225889
Mackworth Island - Beach,43.68958,-70.23572
Alewife Cove,43.59085,-70.21031
Cushing Island,43.64294,-70.20761
Mussel Cove,43.71143,-70.21814
Mackworth Island - North,43.69248,-70.23123
Audubon,43.711032,-70.2419147
SMCC,43.649958,-70.225889
Great Diamond Island,43.67601,-70.20443
Mackworth Island - Beach,43.68958,-70.23572
Skitterygusset,43.71458,-70.24791
Back Cove,43.67912,-70.26547
Skitterygusset,43.71458,-70.24791
Mackworth Island - North,43.69248,-70.23123
Mussel Cove,43.71143,-70.21814
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
The Brothers - North,43.70047,-70.21832
Mackworth Island - Beach,43.68958,-70.23572
SMCC,43.649958,-70.225889
Skitterygusset,43.71458,-70.24791
Great Diamond Island,43.67601,-70.20443
Audubon,43.711032,-70.2419147
Mackworth Island - Beach,43.68958,-70.23572
Skitterygusset,43.71458,-70.24791
Mackworth Island - North,43.69248,-70.23123
Mussel Cove,43.71143,-70.21814
Great Diamond Island,43.67601,-70.20443
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Mackworth Island - North,43.69248,-70.23123
Great Diamond Island,43.67601,-70.20443
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Alewife Cove,43.59085,-70.21031
Audubon,43.711032,-70.2419147
Mackworth Island - Beach,43.68958,-70.23572
Back Cove,43.67912,-70.26547
Cushing Island,43.64294,-70.20761
Great Diamond Island,43.67601,-70.20443
Mussel Cove,43.71143,-70.21814
Mackworth Island - North,43.69248,-70.23123
Skitterygusset,43.71458,-70.24791
Audubon,43.711032,-70.2419147
Mackworth Island - Beach,43.68958,-70.23572
Presumpscot Moorings,43.71546,-70.25923
Audubon,43.711032,-70.2419147
Alewife Cove,43.59085,-70.21031
Skitterygusset,43.71458,-70.24791
SMCC,43.649958,-70.225889
Great Diamond Island,43.67601,-70.20443
Mackworth Island - North,43.69248,-70.23123
Audubon,43.711032,-70.2419147
Mackworth Island - Beach,43.68958,-70.23572
SMCC,43.649958,-70.225889
Cushing Island,43.64294,-70.20761
Back Cove,43.67912,-70.26547
The Brothers - North,43.70047,-70.21832
Mackworth Island - Beach,43.68958,-70.23572
SMCC,43.649958,-70.225889
Great Diamond Island,43.67601,-70.20443
Mussel Cove,43.71143,-70.21814
Mackworth Island - North,43.69248,-70.23123
Audubon,43.711032,-70.2419147
Mackworth Island - Beach,43.68958,-70.23572
The Brothers - North,43.70047,-70.21832
Cushing Island,43.64294,-70.20761
Skitterygusset,43.71458,-70.24791
Back Cove,43.67912,-70.26547
Audubon,43.711032,-70.2419147
Mackworth Island - North,43.69248,-70.23123
Great Diamond Island,43.67601,-70.20443
Mussel Cove,43.71143,-70.21814
Mackworth Island - Beach,43.68958,-70.23572
Cushing Island,43.64294,-70.20761
Great Diamond Island,43.67601,-70.20443
The Brothers - North,43.70047,-70.21832
Mussel Cove,43.71143,-70.21814
Mackworth Island - North,43.69248,-70.23123
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Mackworth Island - North,43.69248,-70.23123
Alewife Cove,43.59085,-70.21031
SMCC,43.649958,-70.225889
Audubon,43.711032,-70.2419147
Mackworth Island - North,43.69248,-70.23123
Mackworth Island - North,43.69248,-70.23123
Cushing Island,43.64294,-70.20761
Mackworth Island - Beach,43.68958,-70.23572
Skitterygusset,43.71458,-70.24791
Cushing Island,43.64294,-70.20761
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Great Diamond Island,43.67601,-70.20443
Cushing Island,43.64294,-70.20761
Mackworth Island - Beach,43.68958,-70.23572
The Brothers - North,43.70047,-70.21832
SMCC,43.649958,-70.225889
Audubon,43.711032,-70.2419147
Mackworth Island - North,43.69248,-70.23123
Mussel Cove,43.71143,-70.21814
Mackworth Island - Beach,43.68958,-70.23572
Presumpscot Moorings,43.71546,-70.25923
Mackworth Island - North,43.69248,-70.23123
SMCC,43.649958,-70.225889
Mussel Cove,43.71143,-70.21814
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Alewife Cove,43.59085,-70.21031
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Mackworth Island - Beach,43.68958,-70.23572
Back Cove,43.67912,-70.26547
Audubon,43.711032,-70.2419147
Mackworth Island - Beach,43.68958,-70.23572
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Great Diamond Island,43.67601,-70.20443
Mussel Cove,43.71143,-70.21814
SMCC,43.649958,-70.225889
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Cushing Island,43.64294,-70.20761
Great Diamond Island,43.67601,-70.20443
Mackworth Island - North,43.69248,-70.23123
Mussel Cove,43.71143,-70.21814
SMCC,43.649958,-70.225889
Back Cove,43.67912,-70.26547
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Alewife Cove,43.59085,-70.21031
Cushing Island,43.64294,-70.20761
Great Diamond Island,43.67601,-70.20443
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Mussel Cove,43.71143,-70.21814
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Back Cove,43.67912,-70.26547
SMCC,43.649958,-70.225889
Cushing Island,43.64294,-70.20761
Great Diamond Island,43.67601,-70.20443
Mackworth Island - North,43.69248,-70.23123
The Brothers - North,43.70047,-70.21832
Mussel Cove,43.71143,-70.21814
Skitterygusset,43.71458,-70.24791
SMCC,43.649958,-70.225889
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Mussel Cove,43.71143,-70.21814
The Brothers - North,43.70047,-70.21832
Alewife Cove,43.59085,-70.21031
Cushing Island,43.64294,-70.20761
Great Diamond Island,43.67601,-70.20443
Mackworth Island - North,43.69248,-70.23123
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Skitterygusset,43.71458,-70.24791
Mussel Cove,43.71143,-70.21814
Mackworth Island - Beach,43.68958,-70.23572
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Mackworth Island - North,43.69248,-70.23123
The Brothers - North,43.70047,-70.21832
Mussel Cove,43.71143,-70.21814
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Mackworth Island - Beach,43.68958,-70.23572
SMCC,43.649958,-70.225889
Cushing Island,43.64294,-70.20761
Great Diamond Island,43.67601,-70.20443
The Brothers - North,43.70047,-70.21832
Mussel Cove,43.71143,-70.21814
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Great Diamond Island,43.67601,-70.20443
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Audubon,43.711032,-70.2419147
Mussel Cove,43.71143,-70.21814
The Brothers - North,43.70047,-70.21832
SMCC,43.649958,-70.225889
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Cushing Island,43.64294,-70.20761
Great Diamond Island,43.67601,-70.20443
Audubon,43.711032,-70.2419147
Mussel Cove,43.71143,-70.21814
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Mackworth Island - Beach,43.68958,-70.23572
Mackworth Island - North,43.69248,-70.23123
Great Diamond Island,43.67601,-70.20443
Alewife Cove,43.59085,-70.21031
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
The Brothers - North,43.70047,-70.21832
SMCC,43.649958,-70.225889
Great Diamond Island,43.67601,-70.20443
Audubon,43.711032,-70.2419147
Mussel Cove,43.71143,-70.21814
Skitterygusset,43.71458,-70.24791
Mackworth Island - Beach,43.68958,-70.23572
Cushing Island,43.64294,-70.20761
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Back Cove,43.67912,-70.26547
Audubon,43.71458,-70.24791
Skitterygusset,43.71458,-70.24791
Mackworth Island - Beach,43.68958,-70.23572
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Presumpscot Moorings,43.71546,-70.25923
Skitterygusset,43.71458,-70.24791
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Back Cove,43.67912,-70.26547
Mackworth Island - Beach,43.68958,-70.23572
SMCC,43.649958,-70.225889
Great Diamond Island,43.67601,-70.20443
Mussel Cove,43.71143,-70.21814
Mackworth Island - North,43.69248,-70.23123
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Presumpscot Moorings,43.71546,-70.25923
Snow Island,43.8129805,-69.9090979
Long Point Cove,43.7818491,-69.9345743
Lowell Cove,43.7509752,-69.9831968
Garrison Cove,43.750853,-69.9590602
Orrs Cove,43.835471,-69.9138021
Mackworth Island - Beach,43.68958,-70.23572
Mackworth Island - North,43.69248,-70.23123
Alewife Cove,43.59085,-70.21031
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Cushing Island,43.64294,-70.20761
Great Diamond Island,43.67601,-70.20443
SMCC,43.649958,-70.225889
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Mackworth Island - Beach,43.68958,-70.23572
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Garrison Cove,43.750853,-69.9590602
Long Point Cove,43.7818491,-69.9345743
Orrs Cove,43.835471,-69.9138021
Snow Island,43.8129805,-69.9090979
Great Diamond Island,43.67601,-70.20443
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Lowell Cove,43.7509752,-69.9831968
Garrison Cove,43.750853,-69.9590602
Long Point Cove,43.7818491,-69.9345743
Orrs Cove,43.835471,-69.9138021
Snow Island,43.8129805,-69.9090979
Alewife Cove,43.59085,-70.21031
Mussel Cove,43.71143,-70.21814
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Orrs Cove,43.835471,-69.9138021
Snow Island,43.8129805,-69.9090979
Long Point Cove,43.7818491,-69.9345743
Lowell Cove,43.7509752,-69.9831968
Garrison Cove,43.750853,-69.9590602
SMCC,43.649958,-70.225889
The Brothers - North,43.70047,-70.21832
Great Diamond Island,43.67601,-70.20443
Skitterygusset,43.71458,-70.24791
Garrison Cove,43.750853,-69.9590602
Cedar Beach,43.7437857,-69.9856095
Lowell Cove,43.7509752,-69.9831968
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Mackworth Island - North,43.69248,-70.23123
Mussel Cove,43.71143,-70.21814
Mackworth Island - Beach,43.68958,-70.23572
Snow Island,43.8129805,-69.9090979
Lowell Cove,43.7509752,-69.9831968
Long Point Cove,43.7818491,-69.9345743
Alewife Cove,43.59085,-70.21031
Great Diamond Island,43.67601,-70.20443
Cushing Island,43.64294,-70.20761
Mussel Cove,43.71143,-70.21814
Back Cove,43.67912,-70.26547
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Lowell Cove,43.7509752,-69.9831968
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Orrs Cove,43.835471,-69.9138021
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Alewife Cove,43.59085,-70.21031
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Great Diamond Island,43.67601,-70.20443
Mussel Cove,43.71143,-70.21814
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Back Cove,43.67912,-70.26547
Mackworth Island - Beach,43.68958,-70.23572
Presumpscot Moorings,43.71546,-70.25923
Audubon,43.711032,-70.2419147
Snow Island,43.8129805,-69.9090979
Long Point Cove,43.7818491,-69.9345743
Lowell Cove,43.7509752,-69.9831968
Garrison Cove,43.750853,-69.9590602
Lowell Cove,43.7509752,-69.9831968
Long Point Cove,43.7818491,-69.9345743
Great Diamond Island,43.67601,-70.20443
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Mackworth Island - North,43.69248,-70.23123
Snow Island,43.8129805,-69.9090979
Long Point Cove,43.7818491,-69.9345743
Lowell Cove,43.7509752,-69.9831968
Garrison Cove,43.750853,-69.9590602
Stovers Point,43.7578601,-69.9981029
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Mussel Cove,43.71143,-70.21814
Stovers Point,43.7578601,-69.9981029
Garrison Cove,43.750853,-69.9590602
Long Point Cove,43.7818491,-69.9345743
Lowell Cove,43.7509752,-69.9831968
Snow Island,43.8129805,-69.9090979
SMCC,43.649958,-70.225889
Mackworth Island - North,43.69248,-70.23123
Mussel Cove,43.71143,-70.21814
The Brothers - North,43.70047,-70.21832
Great Diamond Island,43.67601,-70.20443
Garrison Cove,43.750853,-69.9590602
Snow Island,43.8129805,-69.9090979
Mackworth Island - Beach,43.68958,-70.23572
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Stovers Point,43.7578601,-69.9981029
Garrison Cove,43.750853,-69.9590602
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Orrs Cove,43.835471,-69.9138021
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
Great Diamond Island,43.67601,-70.20443
The Brothers - North,43.70047,-70.21832
Audubon,43.711032,-70.2419147
Snow Island,43.8129805,-69.9090979
Long Point Cove,43.7818491,-69.9345743
Lowell Cove,43.7509752,-69.9831968
Garrison Cove,43.750853,-69.9590602
Back Cove,43.67912,-70.26547
Mackworth Island - North,43.69248,-70.23123
Mackworth Island - Beach,43.68958,-70.23572
Stovers Point,43.7578601,-69.9981029
Garrison Cove,43.750853,-69.9590602
Lowell Cove,43.7509752,-69.9831968
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Mussel Cove,43.71143,-70.21814
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Great Diamond Island,43.67601,-70.20443
SMCC,43.649958,-70.225889
Garrison Cove,43.750853,-69.9590602
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Stovers Point,43.7578601,-69.9981029
Garrison Cove,43.750853,-69.9590602
Lowell Cove,43.7509752,-69.9831968
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Snow Island,43.8129805,-69.9090979
Long Point Cove,43.7818491,-69.9345743
Lowell Cove,43.7509752,-69.9831968
Garrison Cove,43.750853,-69.9590602
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
SMCC,43.649958,-70.225889
SMCC,43.649958,-70.225889
Presumpscot Moorings,43.71546,-70.25923
Skitterygusset,43.71458,-70.24791
Audubon,43.711032,-70.2419147
Mackworth Island - Beach,43.68958,-70.23572
Mackworth Island - North,43.69248,-70.23123
Great Diamond Island,43.67601,-70.20443
Lowell Cove,43.7509752,-69.9831968
Snow Island,43.8129805,-69.9090979
Orrs Cove,43.835471,-69.9138021
Long Point Cove,43.7818491,-69.9345743
SMCC,43.649958,-70.225889
Lowell Cove,43.7509752,-69.9831968
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Mussel Cove,43.71143,-70.21814
Mackworth Island - North,43.69248,-70.23123
Cushing Island,43.64294,-70.20761
Lowell Cove,43.7509752,-69.9831968
Garrison Cove,43.750853,-69.9590602
Stovers Point,43.7578601,-69.9981029
Orrs Cove,43.835471,-69.9138021
Long Point Cove,43.7818491,-69.9345743
Cushing Island,43.64294,-70.20761
Garrison Cove,43.750853,-69.9590602
SMCC,43.649958,-70.225889
Lowell Cove,43.7509752,-69.9831968
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Orrs Cove,43.835471,-69.9138021
Audubon,43.711032,-70.2419147
Lowell Cove,43.7509752,-69.9831968
Garrison Cove,43.750853,-69.9590602
Snow Island,43.8129805,-69.9090979
Long Point Cove,43.7818491,-69.9345743
Garrison Cove,43.750853,-69.9590602
Lowell Cove,43.7509752,-69.9831968
Long Point Cove,43.7818491,-69.9345743
Cushing Island,43.64294,-70.20761
Skitterygusset,43.71458,-70.24791
Presumpscot Moorings,43.71546,-70.25923
SMCC,43.649958,-70.225889
The Brothers - North,43.70047,-70.21832
Garrison Cove,43.750853,-69.9590602
Lowell Cove,43.7509752,-69.9831968
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Alewife Cove,43.59085,-70.21031
Cushing Island,43.64294,-70.20761
Mackworth Island - North,43.69248,-70.23123
SMCC,43.649958,-70.225889
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Long Point Cove,43.7818491,-69.9345743
Snow Island,43.8129805,-69.9090979
Lowell Cove,43.7509752,-69.9831968
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
SMCC,43.649958,-70.225889
Stovers Point,43.7578601,-69.9981029
Garrison Cove,43.750853,-69.9590602
Long Point Cove,43.7818491,-69.9345743
Orrs Cove,43.835471,-69.9138021
Snow Island,43.8129805,-69.9090979
Orrs Cove,43.835471,-69.9138021
Snow Island,43.8129805,-69.9090979
Long Point Cove,43.7818491,-69.9345743
Stovers Point,43.7578601,-69.9981029
Cushing Island,43.64294,-70.20761
SMCC,43.649958,-70.225889
The Brothers - North,43.70047,-70.21832
Snow Island,43.8129805,-69.9090979
Long Point Cove,43.7818491,-69.9345743
Mussel Cove,43.71143,-70.21814
Audubon,43.711032,-70.2419147
Skitterygusset,43.71458,-70.24791
Presumpscot Moorings,43.71546,-70.25923
Alewife Cove,43.59085,-70.21031
SMCC,43.649958,-70.225889
The Brothers - North,43.70047,-70.21832
Mackworth Island - North,43.69248,-70.23123
Orrs Cove,43.835471,-69.9138021
Snow Island,43.8129805,-69.9090979
Long Point Cove,43.7818491,-69.9345743
Lowell Cove,43.7509752,-69.9831968
Skitterygusset,43.71458,-70.24791
Mackworth Island - Beach,43.68958,-70.23572
Mussel Cove,43.71143,-70.21814
